geo_sk,geo_key,current_region,current_gouvernorat,current_localite,current_code_postal,approved_region,approved_gouvernorat,approved_delegation,approved_localite,approved_code_postal,approval_status,reviewer_comment,review_decision_rule,geo_audit_status,confidence_score,matched_source_field,matched_reference_key
4257,UNKNOWN|06101999|UNKNOWN|DENDEN|UNKNOWN,UNKNOWN,06101999,DENDEN,UNKNOWN,GRAND TUNIS,MANOUBA,MANOUBA,DENDEN,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|MANOUBA|MANOUBA|DENDEN|UNKNOWN
3922,TUNISIE|TUNIS|TUNIS|BARDO|UNKNOWN,TUNIS,TUNIS,BARDO,UNKNOWN,GRAND TUNIS,TUNIS,LE BARDO,LE BARDO,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,GRAND TUNIS|TUNIS|LE BARDO|LE BARDO|UNKNOWN
3972,TUNISIE|TUNIS|TUNIS|EL WARDIA|UNKNOWN,TUNIS,TUNIS,EL WARDIA,UNKNOWN,GRAND TUNIS,TUNIS,EL OUARDIA,EL OUARDIA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,GRAND TUNIS|TUNIS|EL OUARDIA|EL OUARDIA|UNKNOWN
4007,TUNISIE|TUNIS|TUNIS|MARSA|UNKNOWN,TUNIS,TUNIS,MARSA,UNKNOWN,GRAND TUNIS,TUNIS,LA MARSA,LA MARSA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,GRAND TUNIS|TUNIS|LA MARSA|LA MARSA|UNKNOWN
4016,TUNISIE|TUNIS|TUNIS|OUARDIA|UNKNOWN,TUNIS,TUNIS,OUARDIA,UNKNOWN,GRAND TUNIS,TUNIS,EL OUARDIA,EL OUARDIA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,GRAND TUNIS|TUNIS|EL OUARDIA|EL OUARDIA|UNKNOWN
4025,TUNISIE|TUNIS|TUNIS|SIDI BOU SAID|UNKNOWN,TUNIS,TUNIS,SIDI BOU SAID,UNKNOWN,GRAND TUNIS,TUNIS,CARTHAGE,CARTHAGE,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,GRAND TUNIS|TUNIS|CARTHAGE|CARTHAGE|UNKNOWN
4028,TUNISIE|TUNIS|TUNIS|SIDI HSSINE|UNKNOWN,TUNIS,TUNIS,SIDI HSSINE,UNKNOWN,GRAND TUNIS,TUNIS,SIDI HASSINE,SIDI HASSINE,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,GRAND TUNIS|TUNIS|SIDI HASSINE|SIDI HASSINE|UNKNOWN
4071,TUNISIE|TUNIS|UNKNOWN|BARDO|UNKNOWN,UNKNOWN,TUNIS,BARDO,UNKNOWN,GRAND TUNIS,TUNIS,LE BARDO,LE BARDO,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,GRAND TUNIS|TUNIS|LE BARDO|LE BARDO|UNKNOWN
4121,TUNISIE|TUNIS|UNKNOWN|MENZAH|UNKNOWN,UNKNOWN,TUNIS,MENZAH,UNKNOWN,GRAND TUNIS,TUNIS,EL MENZAH,EL MENZAH,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,1.0,localite,GRAND TUNIS|TUNIS|EL MENZAH|EL MENZAH|UNKNOWN
4952,UNKNOWN|TUNISE|UNKNOWN|TUNIS|UNKNOWN,UNKNOWN,TUNISE,TUNIS,UNKNOWN,GRAND TUNIS,TUNIS,TUNIS,TUNIS,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|TUNIS|TUNIS|UNKNOWN
4963,UNKNOWN|TUNISRP|TUNIS|JEBEL JELLOUD|UNKNOWN,TUNIS,TUNISRP,JEBEL JELLOUD,UNKNOWN,GRAND TUNIS,TUNIS,DJEBEL JELLOUD,DJEBEL JELLOUD,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.95,localite,GRAND TUNIS|TUNIS|DJEBEL JELLOUD|DJEBEL JELLOUD|UNKNOWN
4964,UNKNOWN|TUNISRP|TUNIS|TUNIS|UNKNOWN,TUNIS,TUNISRP,TUNIS,UNKNOWN,GRAND TUNIS,TUNIS,TUNIS,TUNIS,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|TUNIS|TUNIS|UNKNOWN
4972,UNKNOWN|TYUNIS|UNKNOWN|TUNIS|UNKNOWN,UNKNOWN,TYUNIS,TUNIS,UNKNOWN,GRAND TUNIS,TUNIS,TUNIS,TUNIS,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|TUNIS|TUNIS|UNKNOWN
4974,UNKNOWN|UNKNOWN|000 000|JENDOUBA|UNKNOWN,000 000,UNKNOWN,JENDOUBA,UNKNOWN,NORD OUEST,JENDOUBA,JENDOUBA,JENDOUBA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD OUEST|JENDOUBA|JENDOUBA|JENDOUBA|UNKNOWN
4975,UNKNOWN|UNKNOWN|1|AGAREB|UNKNOWN,1,UNKNOWN,AGAREB,UNKNOWN,CENTRE EST,SFAX,AGAREB,AGAREB,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,CENTRE EST|SFAX|AGAREB|AGAREB|UNKNOWN
4977,UNKNOWN|UNKNOWN|1|AIN DRAHAM|UNKNOWN,1,UNKNOWN,AIN DRAHAM,UNKNOWN,NORD OUEST,JENDOUBA,AIN DRAHAM,AIN DRAHAM,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD OUEST|JENDOUBA|AIN DRAHAM|AIN DRAHAM|UNKNOWN
4979,UNKNOWN|UNKNOWN|1|AJIM|UNKNOWN,1,UNKNOWN,AJIM,UNKNOWN,SUD EST,MEDENINE,DJERBA AJIM,DJERBA AJIM,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.95,localite,SUD EST|MEDENINE|DJERBA AJIM|DJERBA AJIM|UNKNOWN
4980,UNKNOWN|UNKNOWN|1|AKOUDA|UNKNOWN,1,UNKNOWN,AKOUDA,UNKNOWN,CENTRE EST,SOUSSE,AKOUDA,AKOUDA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,CENTRE EST|SOUSSE|AKOUDA|AKOUDA|UNKNOWN
4981,UNKNOWN|UNKNOWN|1|AMDOUN|UNKNOWN,1,UNKNOWN,AMDOUN,UNKNOWN,NORD OUEST,BEJA,AMDOUN,AMDOUN,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD OUEST|BEJA|AMDOUN|AMDOUN|UNKNOWN
4985,UNKNOWN|UNKNOWN|1|ARIANA VILLE|UNKNOWN,1,UNKNOWN,ARIANA VILLE,UNKNOWN,GRAND TUNIS,ARIANA,ARIANA,ARIANA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.95,localite,GRAND TUNIS|ARIANA|ARIANA|ARIANA|UNKNOWN
4987,UNKNOWN|UNKNOWN|1|BAB BHAR|UNKNOWN,1,UNKNOWN,BAB BHAR,UNKNOWN,GRAND TUNIS,TUNIS,BAB BHAR,BAB BHAR,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|BAB BHAR|BAB BHAR|UNKNOWN
4988,UNKNOWN|UNKNOWN|1|BAB SOUIKA|UNKNOWN,1,UNKNOWN,BAB SOUIKA,UNKNOWN,GRAND TUNIS,TUNIS,BAB SOUIKA,BAB SOUIKA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|BAB SOUIKA|BAB SOUIKA|UNKNOWN
4991,UNKNOWN|UNKNOWN|1|BARGOU|UNKNOWN,1,UNKNOWN,BARGOU,UNKNOWN,NORD OUEST,SILIANA,BARGOU,BARGOU,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD OUEST|SILIANA|BARGOU|BARGOU|UNKNOWN
4998,UNKNOWN|UNKNOWN|1|BEKALTA|UNKNOWN,1,UNKNOWN,BEKALTA,UNKNOWN,CENTRE EST,MONASTIR,BEKALTA,BEKALTA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,CENTRE EST|MONASTIR|BEKALTA|BEKALTA|UNKNOWN
4999,UNKNOWN|UNKNOWN|1|BELKHIR|UNKNOWN,1,UNKNOWN,BELKHIR,UNKNOWN,SUD OUEST,GAFSA,BELKHIR,BELKHIR,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,SUD OUEST|GAFSA|BELKHIR|BELKHIR|UNKNOWN
5002,UNKNOWN|UNKNOWN|1|BEMBLA|UNKNOWN,1,UNKNOWN,BEMBLA,UNKNOWN,CENTRE EST,MONASTIR,BEMBLA,BEMBLA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,CENTRE EST|MONASTIR|BEMBLA|BEMBLA|UNKNOWN
5003,UNKNOWN|UNKNOWN|1|BEN AROUS|UNKNOWN,1,UNKNOWN,BEN AROUS,UNKNOWN,GRAND TUNIS,BEN AROUS,BEN AROUS,BEN AROUS,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|BEN AROUS|BEN AROUS|BEN AROUS|UNKNOWN
5004,UNKNOWN|UNKNOWN|1|BEN GUERDANE|UNKNOWN,1,UNKNOWN,BEN GUERDANE,UNKNOWN,SUD EST,MEDENINE,BEN GUERDANE,BEN GUERDANE,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,SUD EST|MEDENINE|BEN GUERDANE|BEN GUERDANE|UNKNOWN
5007,UNKNOWN|UNKNOWN|1|BENI KHALLED|UNKNOWN,1,UNKNOWN,BENI KHALLED,UNKNOWN,NORD EST,NABEUL,BENI KHALLED,BENI KHALLED,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD EST|NABEUL|BENI KHALLED|BENI KHALLED|UNKNOWN
5008,UNKNOWN|UNKNOWN|1|BENI KHEDACHE|UNKNOWN,1,UNKNOWN,BENI KHEDACHE,UNKNOWN,SUD EST,MEDENINE,BENI KHEDACHE,BENI KHEDACHE,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,SUD EST|MEDENINE|BENI KHEDACHE|BENI KHEDACHE|UNKNOWN
5009,UNKNOWN|UNKNOWN|1|BENI KHIAR|UNKNOWN,1,UNKNOWN,BENI KHIAR,UNKNOWN,NORD EST,NABEUL,BENI KHIAR,BENI KHIAR,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD EST|NABEUL|BENI KHIAR|BENI KHIAR|UNKNOWN
5020,UNKNOWN|UNKNOWN|1|BIR LAHMAR|UNKNOWN,1,UNKNOWN,BIR LAHMAR,UNKNOWN,SUD EST,TATAOUINE,BIR LAHMAR,BIR LAHMAR,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,SUD EST|TATAOUINE|BIR LAHMAR|BIR LAHMAR|UNKNOWN
5021,UNKNOWN|UNKNOWN|1|BIR MCHERGA|UNKNOWN,1,UNKNOWN,BIR MCHERGA,UNKNOWN,NORD EST,ZAGHOUAN,BIR MCHERGA,BIR MCHERGA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD EST|ZAGHOUAN|BIR MCHERGA|BIR MCHERGA|UNKNOWN
5024,UNKNOWN|UNKNOWN|1|BORJ EL AMRI|UNKNOWN,1,UNKNOWN,BORJ EL AMRI,UNKNOWN,GRAND TUNIS,MANOUBA,BORJ EL AMRI,BORJ EL AMRI,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|MANOUBA|BORJ EL AMRI|BORJ EL AMRI|UNKNOWN
5026,UNKNOWN|UNKNOWN|1|BOU ARADA|UNKNOWN,1,UNKNOWN,BOU ARADA,UNKNOWN,NORD OUEST,SILIANA,BOU ARADA,BOU ARADA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD OUEST|SILIANA|BOU ARADA|BOU ARADA|UNKNOWN
5027,UNKNOWN|UNKNOWN|1|BOU ARGOUB|UNKNOWN,1,UNKNOWN,BOU ARGOUB,UNKNOWN,NORD EST,NABEUL,BOU ARGOUB,BOU ARGOUB,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD EST|NABEUL|BOU ARGOUB|BOU ARGOUB|UNKNOWN
5029,UNKNOWN|UNKNOWN|1|BOU HAJLA|UNKNOWN,1,UNKNOWN,BOU HAJLA,UNKNOWN,CENTRE OUEST,KAIROUAN,BOU HAJLA,BOU HAJLA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,CENTRE OUEST|KAIROUAN|BOU HAJLA|BOU HAJLA|UNKNOWN
5030,UNKNOWN|UNKNOWN|1|BOU MERDES|UNKNOWN,1,UNKNOWN,BOU MERDES,UNKNOWN,CENTRE EST,MAHDIA,BOU MERDES,BOU MERDES,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,CENTRE EST|MAHDIA|BOU MERDES|BOU MERDES|UNKNOWN
5031,UNKNOWN|UNKNOWN|1|BOU MHEL EL BASSATINE|UNKNOWN,1,UNKNOWN,BOU MHEL EL BASSATINE,UNKNOWN,GRAND TUNIS,BEN AROUS,BOU MHEL EL BASSATINE,BOU MHEL EL BASSATINE,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|BEN AROUS|BOU MHEL EL BASSATINE|BOU MHEL EL BASSATINE|UNKNOWN
5032,UNKNOWN|UNKNOWN|1|BOU SALEM|UNKNOWN,1,UNKNOWN,BOU SALEM,UNKNOWN,NORD OUEST,JENDOUBA,BOU SALEM,BOU SALEM,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD OUEST|JENDOUBA|BOU SALEM|BOU SALEM|UNKNOWN
5037,UNKNOWN|UNKNOWN|1|CARTHAGE|UNKNOWN,1,UNKNOWN,CARTHAGE,UNKNOWN,GRAND TUNIS,TUNIS,CARTHAGE,CARTHAGE,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|CARTHAGE|CARTHAGE|UNKNOWN
5047,UNKNOWN|UNKNOWN|1|CHERARDA|UNKNOWN,1,UNKNOWN,CHERARDA,UNKNOWN,CENTRE OUEST,KAIROUAN,CHERARDA,CHERARDA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,CENTRE OUEST|KAIROUAN|CHERARDA|CHERARDA|UNKNOWN
5048,UNKNOWN|UNKNOWN|1|CHIHIA|UNKNOWN,1,UNKNOWN,CHIHIA,UNKNOWN,CENTRE EST,SFAX,CHIHIA,CHIHIA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,CENTRE EST|SFAX|CHIHIA|CHIHIA|UNKNOWN
5049,UNKNOWN|UNKNOWN|1|CHORBANE|UNKNOWN,1,UNKNOWN,CHORBANE,UNKNOWN,CENTRE EST,MAHDIA,CHORBANE,CHORBANE,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,CENTRE EST|MAHDIA|CHORBANE|CHORBANE|UNKNOWN
5051,UNKNOWN|UNKNOWN|1|CITE EL KHADRA|UNKNOWN,1,UNKNOWN,CITE EL KHADRA,UNKNOWN,GRAND TUNIS,TUNIS,CITE EL KHADRA,CITE EL KHADRA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|TUNIS|CITE EL KHADRA|CITE EL KHADRA|UNKNOWN
5058,UNKNOWN|UNKNOWN|1|DAHMANI|UNKNOWN,1,UNKNOWN,DAHMANI,UNKNOWN,NORD OUEST,KEF,DAHMANI,DAHMANI,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD OUEST|KEF|DAHMANI|DAHMANI|UNKNOWN
5062,UNKNOWN|UNKNOWN|1|DENDEN|UNKNOWN,1,UNKNOWN,DENDEN,UNKNOWN,GRAND TUNIS,MANOUBA,MANOUBA,DENDEN,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|MANOUBA|MANOUBA|DENDEN|UNKNOWN
5063,UNKNOWN|UNKNOWN|1|DHEHIBA|UNKNOWN,1,UNKNOWN,DHEHIBA,UNKNOWN,SUD EST,TATAOUINE,DHEHIBA,DHEHIBA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,SUD EST|TATAOUINE|DHEHIBA|DHEHIBA|UNKNOWN
5068,UNKNOWN|UNKNOWN|1|DOUAR HICHER|UNKNOWN,1,UNKNOWN,DOUAR HICHER,UNKNOWN,GRAND TUNIS,MANOUBA,DOUAR HICHER,DOUAR HICHER,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|MANOUBA|DOUAR HICHER|DOUAR HICHER|UNKNOWN
5069,UNKNOWN|UNKNOWN|1|DOUZ|UNKNOWN,1,UNKNOWN,DOUZ,UNKNOWN,SUD OUEST,KEBILI,DOUZ,DOUZ,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,SUD OUEST|KEBILI|DOUZ|DOUZ|UNKNOWN
5072,UNKNOWN|UNKNOWN|1|EL ALA|UNKNOWN,1,UNKNOWN,EL ALA,UNKNOWN,CENTRE OUEST,KAIROUAN,EL ALA,EL ALA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,CENTRE OUEST|KAIROUAN|EL ALA|EL ALA|UNKNOWN
5073,UNKNOWN|UNKNOWN|1|EL ALIA|UNKNOWN,1,UNKNOWN,EL ALIA,UNKNOWN,NORD EST,BIZERTE,EL ALIA,EL ALIA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,NORD EST|BIZERTE|EL ALIA|EL ALIA|UNKNOWN
5075,UNKNOWN|UNKNOWN|1|EL AMRA|UNKNOWN,1,UNKNOWN,EL AMRA,UNKNOWN,CENTRE EST,SFAX,EL AMRA,EL AMRA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,CENTRE EST|SFAX|EL AMRA|EL AMRA|UNKNOWN
5079,UNKNOWN|UNKNOWN|1|EL AYOUN|UNKNOWN,1,UNKNOWN,EL AYOUN,UNKNOWN,CENTRE OUEST,KASSERINE,EL AYOUN,EL AYOUN,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,CENTRE OUEST|KASSERINE|EL AYOUN|EL AYOUN|UNKNOWN
5080,UNKNOWN|UNKNOWN|1|EL BATTAN|UNKNOWN,1,UNKNOWN,EL BATTAN,UNKNOWN,GRAND TUNIS,MANOUBA,EL BATTAN,EL BATTAN,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,GRAND TUNIS|MANOUBA|EL BATTAN|EL BATTAN|UNKNOWN
5085,UNKNOWN|UNKNOWN|1|EL FAOUAR|UNKNOWN,1,UNKNOWN,EL FAOUAR,UNKNOWN,SUD OUEST,KEBILI,EL FAOUAR,EL FAOUAR,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,SUD OUEST|KEBILI|EL FAOUAR|EL FAOUAR|UNKNOWN
5087,UNKNOWN|UNKNOWN|1|EL GOLAA|UNKNOWN,1,UNKNOWN,EL GOLAA,UNKNOWN,SUD OUEST,KEBILI,EL GOLAA,EL GOLAA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,SUD OUEST|KEBILI|EL GOLAA|EL GOLAA|UNKNOWN
5090,UNKNOWN|UNKNOWN|1|EL HAMMA|UNKNOWN,1,UNKNOWN,EL HAMMA,UNKNOWN,SUD EST,GABES,EL HAMMA,EL HAMMA,UNKNOWN,APPROVED,Approved by conservative geo review: high-confidence localite-based reference match; no source/reference conflict.,AUTO_SAFE_LOCALITE_MATCH_CONF_GE_095,CORRECTION_CANDIDATE,0.97,localite,SUD EST|GABES|EL HAMMA|EL HAMMA|UNKNOWN
